name,place_id,formatted_address,latitude,longitude,rating,user_ratings_total,website,phone_number,search_query,search_location
UCIG Yishun,ChIJHWHvb2AU2jERmN9lIYqESjM,"2 Yishun Industrial Street 1, #01-23 Northpoint Bizhub, Singapore 768159",1.4358729,103.8433969,4.6,147,https://instagram.com/ucig.bike,6909 8598,rhythm cycling,"Yishun, Singapore"
Bicycle repair centre by 7cycleworkshop,ChIJnZ6sn3wU2jERKkYPmj7vg0w,"Yishun Street 71, unit 01-274 Blk 716, Singapore 760716",1.4264076,103.827649,4.2,130,https://sg.carousell.com/bicyclecenter/,9005 5660,rhythm cycling,"Yishun, Singapore"
HC Bicycle Shop,ChIJRRATCWsU2jERNEFAgSfughU,"661 Yishun Ave 4, #01-427, Singapore 760661",1.4222344,103.8407025,4.6,196,,9822 8319,rhythm cycling,"Yishun, Singapore"
Bikelink,ChIJGaoRI28U2jERHnXY0gQxMLI,"926 Yishun Central 1, #01-177, Singapore 760926",1.4278592,103.8381035,3.9,170,https://www.facebook.com/Bikelink-Trading-421355834599953/,6756 4481,rhythm cycling,"Yishun, Singapore"
Yishun Dance Studio,ChIJ4crsyBoV2jERKqOZM-tysrg,"101 Yishun Ave 1, Singapore 769130",1.412094,103.83112,5.0,1,https://www.myactivesg.com/Facilities/yishun-dance-studio,6756 7416,rhythm cycling,"Yishun, Singapore"
The Urban Bike - Bicycle shop,ChIJTelMFXUQ2jERsn8psbHL7_0,"2 Northpoint Bizhub #07-21, Yishun Industrial Street 1, Singapore 768159",1.436221,103.843053,4.9,30,http://www.theurbanbike.com/,9879 6813,rhythm cycling,"Yishun, Singapore"
Gentle Giant Cyclery (Yishun),ChIJwwE9CYoV2jER-EX_qma_Zgk,"North Point Bizhub, 2 Yishun Industrial Street 1, #02-15 2, Singapore 768159",1.4357851,103.8433319,4.9,55,http://www.ggcyclery.com/,8399 9553,rhythm cycling,"Yishun, Singapore"
Autumn Angel Sports,ChIJxc7fWwcX2jERmM3-crqTHGQ,"7030 Ang Mo Kio Ave 5, #01-44 Northstar@AMK, Singapore 569880",1.377716,103.8762142,4.5,69,https://www.autumnangelsports.com.sg/,9795 9809,rhythm cycling,"Ang Mo Kio, Singapore"
Chapter 2 Cycle Pte Ltd,ChIJ93OMqfwW2jERsvWoPsnL6Eo,"Ang Mo Kio Ave 10, #01-1761 Block 451, Singapore 560451",1.3688319,103.8556349,4.6,259,https://www.chapter2cycle.sg/,6452 7168,rhythm cycling,"Ang Mo Kio, Singapore"
Hin Leong Cycle,ChIJ123AuWUX2jERmJrpH-kjy44,"71 Lor 4 Toa Payoh, #01-377, Vista 310071",1.3340352,103.8524789,4.8,273,,6253 5341,rhythm cycling,"Toa Payoh, Singapore"
Emmanuel & Kim Cycles,ChIJt-PtiaIX2jERnm8HTBi-_Ns,"151 Serangoon North Ave. 2, #01-39 Serangoon North Village, Singapore 550151",1.3689115,103.8745281,3.5,68,,,rhythm cycling,"Serangoon, Singapore"
Emmanuel Cycles,ChIJR3aBmTAW2jERu5huLV5cxZk,"356 Hougang Ave 7, #01-787, Singapore 530356",1.3724318,103.8987532,4.6,781,https://emmanuelcycles.com.sg/,9297 3960,rhythm cycling,"Hougang, Singapore"
All Bicycle Shop,ChIJfQwiSDMX2jERESvq9VpBsWs,"Blk 620 Hougang Ave 8, #01-272, Singapore 530620",1.3701431,103.8838157,4.7,216,https://hitpay.shop/all-bicycle-shop-sg-pteltd,9196 1216,rhythm cycling,"Hougang, Singapore"
KSH Bicycles,ChIJE-AGHTQW2jERtn8_1VO3U2s,"327 Hougang Ave 5, #01-158, Singapore 530327",1.3683644,103.8960346,3.8,100,https://www.kshbicycles.com/,6222 1848,rhythm cycling,"Hougang, Singapore"
WHEEELERS ( Bicycle Shop / E-Bikes ),ChIJuU5XnO4V2jER7QDD9dSDAuI,"11 Northshore Dr, #01-22 Marina Country Club, Singapore 828670",1.4148749,103.8993504,4.7,293,,8186 7293,rhythm cycling,"Punggol, Singapore"
Bike Stop At Waterway,ChIJIR74fvoV2jERIiIVHARMRSM,"9 Sentul Cres, #01-04 SAFRA Punggol, Singapore 828654",1.4102908,103.9067072,4.1,167,http://www.coastlineleisure.com.sg/,9830 3117,rhythm cycling,"Punggol, Singapore"
Tay Junction,ChIJq_iKlggV2jERPWPNQ9K_kas,"681 Punggol Dr., #01-31/32/33 Oasis Terraces, Singapore 820681",1.4026032,103.9128472,2.4,149,https://tayjunction.com.sg/,6244 0258,rhythm cycling,"Punggol, Singapore"
GoCycling @ Punggol Jetty,ChIJdd7XMIsV2jER9sEsPZE0Ppw,"911 Punggol Road, Singapore 829170",1.4212082,103.9098189,3.6,162,http://www.gocycling.sg/,9859 0054,rhythm cycling,"Punggol, Singapore"
S3 Cycle,ChIJva3ekgcW2jERHfqoVOyG0Ko,"168 Punggol Fld, #B1-27 Punggol Plaza, Singapore 820168",1.394224,103.913138,2.4,167,,9475 7459,rhythm cycling,"Punggol, Singapore"
Ascent Bikes,ChIJwyxojQUV2jERCT2TlAUxexM,"2 Yishun Industrial Street 1, #02-15, Singapore 768159",1.4362285,103.8428764,5.0,34,https://www.ascent-bikes.com/,8847 8607,rhythm cycling,"Sengkang, Singapore"
New Cityriders,ChIJa-u4oBkQ2jERw1GqkySIDlY,"252 Jurong East St 24, #01-119, Singapore 600252",1.343455,103.738511,2.8,73,,,rhythm cycling,"Jurong East, Singapore"
TRIBAL Triathlon Singapore,ChIJjxNx-xMX2jERG85txlGOLew,"21 Toh Guan Rd E, #06-08 Toh Guan Centre, Singapore 608609",1.3374647,103.7547807,5.0,89,https://www.tribal-triathlon.com/,9681 5193,rhythm cycling,"Jurong East, Singapore"
Dynamic Bike Shop,ChIJQwNG-5sP2jERDtjZLVivrn8,"961 Jurong West Street 92, #01-204, Singapore 640961",1.3414312,103.6922194,2.5,89,,9177 1614,rhythm cycling,"Jurong West, Singapore"
Hua Hin Bicycle Shop,ChIJN1FaH98P2jEREVb_niWFUlA,"492 Jurong West Ave 1, #01-46, Singapore 640492",1.3500385,103.7250247,1.5,88,,8221 9923,rhythm cycling,"Jurong West, Singapore"
Jurong Spring Community Club,ChIJ7zhb19wP2jERictRTHw9CFo,"8 Jurong West Street 52, Singapore 649296",1.3484263,103.717966,4.1,493,,6562 4066,rhythm cycling,"Jurong West, Singapore"
Cyclesmith,ChIJXapNeiAR2jERUFYIU8rXlDM,"25 Bukit Batok Crescent, #02-05 The Elitist Building, Singapore 658066",1.3377652,103.7586502,4.9,63,http://cyclesmith.bike/,6994 6809,rhythm cycling,"Bukit Batok, Singapore"
Rhythm Academy Singapore,ChIJ5fA_bd8R2jEREtt8ikkX16I,"82 Hillview Ave, Singapore 669581",1.3594597,103.7628923,5.0,14,https://www.rhythmacademysg.com/,9851 1508,rhythm cycling,"Bukit Batok, Singapore"
The Bike Domestique,ChIJky0fTPgR2jERForx7cx8bzE,"120 Hillview Ave, #04-02, Singapore 669594",1.3569544,103.7615911,4.9,40,https://www.facebook.com/Thebikedomestique/,,rhythm cycling,"Bukit Batok, Singapore"
NSR Bikes Pte Ltd,ChIJFTRR5moQ2jER39N2GVBWwBo,"2024 Bukit Batok Street 23, #04-64, Singapore 659529",1.3461008,103.7512724,4.3,131,http://www.nsrbikes.com.sg/,8375 2656,rhythm cycling,"Bukit Batok, Singapore"
Whisk & Paddle (Bt Gombak Park),ChIJnWSfmy8R2jER6liptoRmWTc,"816 Bukit Batok West Ave. 5, #01-01, Singapore 659089",1.3673836,103.7510639,4.1,670,http://whiskandpaddle.com.sg/,6550 2330,rhythm cycling,"Bukit Batok, Singapore"
Rhythm & Groove Temasek,ChIJ4zNyPcgZ2jERMxu7RJa2TaM,"131 Rifle Range Rd, Singapore 588389",1.3464034,103.7806666,4.4,7,http://www.rhythmandgroove.org/,9222 5795,rhythm cycling,"Bukit Panjang, Singapore"
Unsprung,ChIJC2J_Pg8R2jERDT_UgkKTUas,"6 Hindhede Rd, Singapore 589242",1.3449725,103.7755189,4.6,96,http://www.unsprung.com.sg/,6469 9614,rhythm cycling,"Bukit Panjang, Singapore"
JanjiRide.SG Bicycle Co.,ChIJnXiCJrMR2jERnPCOqmmZAhE,"Blk 810 Choa Chu Kang Ave 7, #01-05, Singapore 680810",1.3741609,103.7466441,4.9,278,http://janjiride.com/,8858 5364,rhythm cycling,"Choa Chu Kang, Singapore"
STORMZ CYCLE,ChIJqQZCkqIT2jERXBIuD2BCDzo,"Blk 484B Choa Chu Kang Ave 5, #04-38, Singapore 682484",1.3762785,103.7362931,5.0,3,,9354 4788,rhythm cycling,"Choa Chu Kang, Singapore"
AlywinCycle,ChIJy5PTZr8R2jERiYHVdUFbQaI,"Blk 137 Teck Whye Ln, #01-331, Singapore 680137",1.3800357,103.7527058,3.7,156,,8322 4331,rhythm cycling,"Choa Chu Kang, Singapore"
R&M Bicycle Service,ChIJldmp30Yb2jERsArs8--dvxY,"352 Clementi Ave 2, #01-121 Shopping Centre, Singapore 120352",1.3145587,103.7715226,4.8,30,,9038 0354,rhythm cycling,"Clementi, Singapore"
JanjiRide.SG Bicycle Co. (Clementi Branch),ChIJSdHJTTgb2jERl4bY8MiDJy0,"Blk 710 Clementi West Street 2, #01-265, Singapore 120710",1.3061881,103.7615478,5.0,1,https://www.janjiride.com/,8858 5364,rhythm cycling,"Clementi, Singapore"
Rhythmdojo,ChIJ7dgm31kb2jERaptPAMpzO-A,"104 Clementi Street 14, #01-101 Sunsetway Residences, Singapore 120104",1.3229791,103.7692403,5.0,4,http://www.rhythmdojo.space/,9066 5453,rhythm cycling,"Clementi, Singapore"
Cycle Care,ChIJQ5Smwe8b2jEReBNP-YWimcg,"105 Clementi Street 12, #01-16, Singapore 120105",1.322642,103.770005,3.8,97,,9662 0652,rhythm cycling,"Clementi, Singapore"
YM BIKE SERVICE AND COACHING,ChIJ0YfXKcMb2jERpjXDM9_R53s,"130 Clarence Ln, Singapore 140130",1.2931205,103.814292,5.0,212,https://www.facebook.com/YM-Bike-Service-Coaching-105930868305554/,9783 1447,rhythm cycling,"Queenstown, Singapore"
Ride In Style,ChIJ33RxpksZ2jERh8462KP3-ZU,"19 Jln Kilang Barat, #04-05 Acetech Centre Singapore 159361",1.2848968,103.8089786,4.9,34,http://www.rideinstyle.sg/,8037 3457,rhythm cycling,"Queenstown, Singapore"
Hon Kah Trading (cyclinglesson.sg),ChIJA_e_FAYa2jERJkltGuk7JWk,"BLK4, Queen's Rd, #02-109, Singapore 260004",1.319205,103.808484,4.7,167,http://www.cyclinglesson.com.sg/,9005 5062,rhythm cycling,"Queenstown, Singapore"
ReEvolution,ChIJ-2DcXecb2jERL-cqGHreqXg,"16 Morse Rd, #01-209, Singapore 099228",1.2697103,103.8149469,4.6,76,https://www.reevolution.sg/,6272 2629,rhythm cycling,"Queenstown, Singapore"
Sports-In-Law Pte. Ltd.,ChIJj9AoPtMb2jERA2Pi2rUAgro,"57 Lengkok Bahru, Singapore 151057",1.288217,103.8144589,4.4,119,http://www.sports-in-law.com/,9234 5456,rhythm cycling,"Redhill, Singapore"
Cycle Project Store,ChIJ3QAUTXcZ2jERpgK3fuxKKgI,"57 Eng Hoon St, Unit #01-80 Block 57, Singapore 160057",1.2848749,103.8335265,4.8,110,http://www.cycleprojectstore.com/,9457 6343,rhythm cycling,"Tiong Bahru, Singapore"
RIDERS ARENA,ChIJMagKXiYX2jER5UuMhNif78Q,"118 Aljunied Ave 2, #01-138, S, Singapore 380118",1.3198034,103.8875546,5.0,84,,8388 0600,rhythm cycling,"Geylang, Singapore"
The Rebound Centre,ChIJu_PshiIY2jERcBdaSy-cD2Y,"1013 Geylang East Ave 3, #05-118, Singapore 389728",1.3190692,103.8907013,4.8,59,,6743 9474,rhythm cycling,"Geylang, Singapore"
CycleOxygen,ChIJyQyCGDMZ2jERhdXNBCk9HcQ,"1 Stadium Walk, #01-04 wave mall at Singapore sports hub, Singapore 397628",1.3023621,103.8737849,4.2,56,https://www.cycleoxygen.com/,6667 2678,rhythm cycling,"Kallang, Singapore"
PerformanceBikeFitter,ChIJF8shc1IZ2jERISNGtHQQTG4,"37 Kallang Pudding Rd, B. #09-04 Please take Lift 7 or 8, Tong Lee Building, Singapore 349315",1.3295388,103.8782523,5.0,352,http://www.performancebikefitter.com/,9456 4029,rhythm cycling,"Kallang, Singapore"
Bike Around Tour Singapore,ChIJl1H8LpMZ2jERONwYW1WAy8o,"20 Republic Ave, Singapore 038970",1.2999351,103.8635334,5.0,2391,https://bikearoundtour.com/,8520 8522,rhythm cycling,"Kallang, Singapore"
L'atelier Bike Studio Pte. Ltd.,ChIJj2OGmG0Z2jERt5xK8Akx1tI,"627A Aljunied Rd, #01-04, Singapore 389842",1.3260131,103.8791035,4.2,5,https://www.instagram.com/latelierbikestudio/,9732 1944,rhythm cycling,"Aljunied, Singapore"
Dcbikes,ChIJVVUFPRoY2jERdlK6pNOotd4,"415 Eunos Road 5 Pick Up Location @ Lift C - Round Table ( 1st Floor, 415 Eunos Rd 5, Block 415, Singapore 400415",1.3181507,103.8978602,4.8,126,https://www.dcbikes.com.sg/,8112 4402,rhythm cycling,"Eunos, Singapore"
Cycling Bears Private Limited,ChIJ93VG424Z2jERlT3viaTfgog,"387 Joo Chiat Rd, #01-04, Singapore 427623",1.3078301,103.9036895,5.0,27,http://www.cyclingbears.com/,8620 3760,rhythm cycling,"Katong, Singapore"
Performance Cycles,ChIJEfdZxBQY2jERyUnOYERs8rE,"247 Tanjong Katong Rd, Singapore 437035",1.3083001,103.8952399,3.7,69,,9678 6677,rhythm cycling,"Katong, Singapore"
Tri Lab Singapore - Retul BikeFit,ChIJs6x8h1QR2jER5i7I8PPJewY,"1 Changi Village Rd, #01#2012, Singapore 500001",1.3880898,103.9876128,4.9,62,https://www.trilabsg.com/,6459 2919,rhythm cycling,"Changi Village, Singapore"
No. 24 Kim Hai Bicycle Shop,ChIJJ99pKOw_2jERyz6vlbhUi7Y,"24 Jalan Pekan Ubin, Singapore 508275",1.4027172,103.9703019,3.8,13,,,rhythm cycling,"Pulau Ubin, Singapore"
Singapore River Round Island Route,ChIJjwb7GXsZ2jERvsloIkZqtgA,"Central Area, Singapore",1.2899128,103.8394466,4.4,5,,,rhythm cycling,"Pulau Sakijang Bendera, Singapore"
Singapore School of Cycling,ChIJyyBPlP8b2jER0EMlN07Qu6E,"BLK 21 Ghim Moh Rd, Singapore 270021",1.3105278,103.7891137,5.0,1,,9733 8223,indoor cycling,"Little India, Singapore"
Cycling Lessons Singapore,ChIJvYr41F4Z2jERBTXDoN0tCr8,"28 Kelantan Rd, Singapore 200028",1.3059994,103.8572918,5.0,1,http://cyclinglessonsingapore.com/,9755 2844,indoor cycling,"Kampong Glam, Singapore"
Spartan Rides Sg (Bike Specialist),ChIJaaNdVmYb2jERDHcArItsN9Y,"44 Holland Dr, #01-11 Market & Food Centre, Singapore 270044",1.308133,103.792731,5.0,30,http://spartanridessg.com/,8029 0180,indoor cycling,"Kampong Glam, Singapore"
Bike Maze,ChIJP-8ucrw92jERFVlEcSsvsL8,"268 Tampines St. 21, Block 268, Singapore 520268",1.3512343,103.946982,4.5,2,,,indoor cycling,"Tampines, Singapore"
Green Cycle (Bedok North),ChIJs361xsg92jERgoFkQgXxdUo,"510 Bedok North Street 3, #01-55, Singapore 460510",1.3327533,103.9304904,4.7,169,,9622 7626,indoor cycling,"Bedok, Singapore"
Cyclist Park,ChIJ1ePkdR8Z2jERwk1GPrMEhoU,"E Coast Park Service Rd, East Coast Park, Singapore 449880",1.3042617,103.9238781,4.6,122,https://www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/east-coast-park/cyclist-park,,indoor cycling,"Bedok, Singapore"
GoCycling @ East Coast Park C4,ChIJByd2KZwi2jERmNu1msyWr6w,"1030 ECP, East Coast Park, Car Park C4, Singapore 449893",1.3023307,103.9178334,4.1,783,http://www.gocycling.sg/,9183 6964,indoor cycling,"Bedok, Singapore"
The PM Cycles,ChIJb0Qw2VI82jERTEh9Gwk1mY8,"Changi Logistic Center, 19 Loyang Way, #03-01 Front Block, Singapore 508724",1.3760128,103.9729581,5.0,143,http://www.thepmcycles.com/,6962 6982,indoor cycling,"Pasir Ris, Singapore"
Ciclo e Caffè (Changi Village),ChIJk9o2T_I92jER8PI7BDdLI3g,"1 Changi Village Rd, #01-2052, Singapore 500001",1.3887023,103.9884374,4.9,177,http://www.ciclo-e-caffe.com/,6208 8999,indoor cycling,"Changi, Singapore"
GoCycling @ Changi Beach Park C7,ChIJCSNMS5c92jERePDzgOf-Q28,"3 Changi Ferry Rd, Singapore 499676",1.3732229,104.0050249,3.9,7,http://gocycling.sg/,9389 3447,indoor cycling,"Changi, Singapore"
Secondary trail loop,ChIJrbOh-yIT2jERv14VYwhMoa0,"3 Woodlands Street 13, Singapore 738600",1.4366089,103.7784753,4.8,6,,,indoor cycling,"Woodlands, Singapore"
Indoor Bicycle Parking @ Bukit Canberra ActiveSG Sports Hall,ChIJU_Bqc1gV2jERoQI7VxZStgQ,"21 Canberra Link, Singapore 752350",1.4489143,103.8240399,0.0,0,,,indoor cycling,"Sembawang, Singapore"
Bicycle Parking @ Sembawang Hot Spring Park,ChIJ36a79JAV2jERqGt2z0zq15A,"Mandai, Singapore",1.4346173,103.8235024,5.0,1,,,indoor cycling,"Sembawang, Singapore"
Pedal Shift,ChIJUSA-7W4T2jER0K0UrpLz6qU,"7 Gambas Cres, #03-07, Ark@Gambas 757087",1.4451027,103.8128413,3.0,2,http://pedalshift.sg/,8838 8686,indoor cycling,"Sembawang, Singapore"
Yishun Cycling Route,ChIJ5XIF5XQT2jER7JdR8aMlLEc,"Sembawang Rd, Singapore",1.4019228,103.8176562,4.7,3,https://pcn.nparks.gov.sg/the-pcn-experience/glossary/,,indoor cycling,"Yishun, Singapore"
Learn to Cycle SG,ChIJ_SxSolkV2jERwhhV5X0odxo,"809 Yishun Ring Rd, Block 809, Singapore 760809",1.416628,103.830702,0.0,0,http://learntocyclesingapore.com/,9755 2844,indoor cycling,"Yishun, Singapore"
Sheltered Bicycle Parking Area @ Yishun MRT (Exit C/D),ChIJQS8kEjEV2jERQgOiCceg9Ic,"Yishun Ave 2, B2-133, Singapore 769098",1.4285547,103.8349515,5.0,1,,,indoor cycling,"Yishun, Singapore"
Little Monster Wheels,ChIJ2QNZKZQX2jERyO2GGQx-j0U,"5000 Ang Mo Kio Ave 5, #04-08B Techplace 2, Singapore 569870",1.3773319,103.8651967,5.0,59,http://www.littlemonsterwheels.store/,8886 8635,indoor cycling,"Ang Mo Kio, Singapore"
Ang Mo Kio Indoor Terrarium,ChIJ2VwEbOIW2jER_26mo4OGl4U,Singapore,1.364836,103.8523935,4.5,2,,,indoor cycling,"Ang Mo Kio, Singapore"
Willow. Bike. Art. Cafe,ChIJEUn07fwW2jERNJvw5cL89x0,"456 Ang Mo Kio Ave 10, #01-1570, Singapore 560456",1.367206,103.8585374,4.2,79,http://www.facebook.com/WillowBikeArtCafe,9673 9707,indoor cycling,"Ang Mo Kio, Singapore"
Cycleworx,ChIJ37wpMi4X2jER9HGkhnD41PI,"421 Tagore Industrial Avenue, Tagore 8, #01-01, Singapore 787805",1.3850777,103.8270806,4.5,21,http://www.cycleworx.com/,6255 3848,indoor cycling,"Ang Mo Kio, Singapore"
Liem Cycles,ChIJaVIgXDgX2jERVLG-N94AROo,"81 Tagore Ln, #01-01, Singapore 787502",1.3875501,103.8286593,5.0,44,http://liemcycles.cc/,9459 0690,indoor cycling,"Ang Mo Kio, Singapore"
Mechanical Monster,ChIJNWSM3ZQX2jERchfRuoy0qfQ,"5000 Ang Mo Kio, #04-08B Techplace 2, Singapore 569870",1.3766781,103.8635248,5.0,24,,8886 8635,indoor cycling,"Ang Mo Kio, Singapore"
Bishan Circular Cycling Ramp,ChIJwzDwdHgX2jER_T8fsQE6f2Y,"Singapore, Braddell Rd, Bridge0",1.3440383,103.8577133,4.6,37,,,indoor cycling,"Bishan, Singapore"
Benson Cycle Trading,ChIJC_z3tWUX2jERxWL717-DMr0,"72 Lor. 5 Toa Payoh, #01-574, #01-574, Singapore 310072",1.3338531,103.8521098,4.6,143,,6255 3864,indoor cycling,"Toa Payoh, Singapore"
Speedcycle,ChIJQ5Vg2HEX2jERWMHK-oJgXeY,"356 Hougang Ave 7, #01-785, Singapore 530356",1.3725843,103.8988339,4.8,146,,9030 5149,indoor cycling,"Hougang, Singapore"
Life On 2 Wheels,ChIJO7qjhjIX2jERPmy1AISBkJk,"998A Buangkok Cres, #11-703, Singapore 531998",1.3841244,103.8804457,5.0,266,https://lifeon2wheelssg.wixsite.com/lifeon2wheels,9459 1985,indoor cycling,"Hougang, Singapore"
The Cyclogy,ChIJvVUE5a4X2jER1YODONh1fpE,"54 Yio Chu Kang Rd, Singapore 545562",1.3572214,103.8757565,4.7,123,http://www.thecyclogy.com/,6289 5568,indoor cycling,"Hougang, Singapore"
Kiztopia Club @ Punggol,ChIJq8ZHskYV2jERLWDsE4cFHww,"85 Punggol Central, #01-01/02/03/04, Singapore 828726",1.4072937,103.9029726,4.9,3892,,8201 0393,indoor cycling,"Punggol, Singapore"
Punggol Green,ChIJgQ7nVRUV2jERnUzpRWULXEE,"1 Punggol Dr., Singapore 828629",1.4079338,103.9038929,4.9,7,,,indoor cycling,"Punggol, Singapore"
Punggol Regional Sports Centre (U/C),ChIJmcKA4HMV2jERmWSomEx6WtY,"11 Sentul Cres, Singapore 828656",1.4084829,103.9067354,3.9,33,http://punggoltown.com/,,indoor cycling,"Punggol, Singapore"
One Punggol,ChIJOwX-M38V2jERCfpqYreVyCI,"1 Punggol Dr., Singapore 828629",1.408253,103.9050387,4.2,1552,https://www.facebook.com/OnePunggol,6600 5292,indoor cycling,"Punggol, Singapore"
BuyCycle,ChIJzRSf4C092jERPtB1i4NcPWM,"658 Punggol E, #01-05, Singapore 820658",1.3997603,103.9195424,4.7,179,https://forms.gle/vxhfooNsUNAiWm3f9,8383 5599,indoor cycling,"Punggol, Singapore"
SG Trails,ChIJR-kX5VIV2jER1WmTEiCiz4A,"Punggol, Singapore 828868",1.405158,103.901997,0.0,0,https://www.sgtrails.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=6768341101089140502,9437 5483,indoor cycling,"Punggol, Singapore"
GoCycling @ Punggol Park,ChIJx0CRoD4W2jERlLW6DbW_TBA,"11 Hougang Ave 10, Singapore 538768",1.3785445,103.8971458,4.2,110,http://www.gocycling.sg/,9859 0053,indoor cycling,"Punggol, Singapore"
Bike Zone Creation (Connection),ChIJDWZChBIW2jERFKySSJ4GFxk,"303 Anchorvale Link, Singapore 540303",1.3870132,103.8904846,2.4,352,https://www.facebook.com/Bikezonesk,9710 9017,indoor cycling,"Sengkang, Singapore"
Bicycle Stand,ChIJHaPzq6QX2jERzi--H26WvQg,"Sengkang, Singapore",1.392084,103.8770755,4.0,1,,,indoor cycling,"Sengkang, Singapore"
Anchorvale Community Club,ChIJgz37DHQW2jERqjPlPqDQ9cE,"59 Anchorvale Rd, Singapore 544965",1.3967802,103.887063,4.4,983,https://www.pa.gov.sg/Our-Network/Community-Clubs/Locate-CC/detail/Anchorvale-Community-Club,6489 4959,indoor cycling,"Sengkang, Singapore"
Aurabikes Bicycle Shop,ChIJ_63ns8QR2jERjBLCcY0C51g,"2 Jurong East Street 21, #02-81/82, Singapore 609601",1.3351012,103.747385,4.7,33,,9479 1688,indoor cycling,"Jurong East, Singapore"
Jurong West ActiveSG Stadium,ChIJxS2Fcx4P2jEROtX704UwwSo,"20 Jurong West Street 93, Singapore 648965",1.3384989,103.6948725,4.5,120,https://www.myactivesg.com/Facilities/jurong-west-stadium,,indoor cycling,"Jurong West, Singapore"
Treescycle Bicycle Shop,ChIJezBGFd4P2jERuyJDrK6ojeU,"Block 479 Jurong West Street 41, #01-268, Singapore 640479",1.3470586,103.7244785,4.7,135,,,indoor cycling,"Jurong West, Singapore"
Timezone Jurong Point,ChIJUxHNgkoP2jERF4MJFCx1iZA,"1 Jurong West Central 2, #02-45, Singapore 648886",1.3403399,103.7065615,4.9,3581,https://www.timezonegames.com/en-sg/locations/jurong-point?utm_source=google&utm_medium=organic&utm_campaign=gmb-location&utm_term=plcid_2121592018302333911,,indoor cycling,"Jurong West, Singapore"
Gek Poh–Tawas Cycling Bridge,ChIJveGbWgAP2jER96htzAWephM,"865A Jurong West Street 81, Singapore 641865",1.3506863,103.6945945,4.3,3,https://www.channelnewsasia.com/singapore/first-cycling-bridge-jurong-west-opens-4938741,,indoor cycling,"Jurong West, Singapore"
Bikenow Bespoke,ChIJL6cCnh0R2jER7XxeYHgjOFs,"29 Hillview Ter, #04-04A, Singapore 669245",1.3525534,103.7577367,5.0,95,http://www.bikenow.sg/,8952 0212,indoor cycling,"Bukit Batok, Singapore"
XploreBike,ChIJuT8NLJjr2mcRs1OthrTKtOg,"464A Bukit Batok West Ave. 8, Singapore 651464",1.3577239,103.741744,4.9,17,https://www.facebook.com/XploreBike,9710 6385,indoor cycling,"Bukit Batok, Singapore"
Green Basikal,ChIJ52tHIrsR2jER1KkbsecXMFg,"2022 Bukit Batok Street 23, #03-144, Singapore 659527",1.3428299,103.7522794,5.0,30,http://www.greenbasikal.com/,9178 4077,indoor cycling,"Bukit Batok, Singapore"
Bukit Batok Sports Hub,ChIJ8TMRtrQR2jER3rE1vMu7EHs,"Bukit Batok Central, Singapore",1.3495701,103.7471902,4.6,9,,,indoor cycling,"Bukit Batok, Singapore"
BikeCraft One Bicycle Servicing and Cafe,ChIJoWjnj7wR2jERkxMCsx7-RC4,"80 Rifle Range Rd, Singapore 588386",1.3408306,103.77953,4.8,167,https://www.instagram.com/bikecraft1sg/?hl=en,8788 2943,indoor cycling,"Bukit Panjang, Singapore"
"Trusted Bike Servicing and Repair SG (Home based, By Appt Only)",ChIJTXGMNIMZ2jERmiUDnfzSkgg,"Block 504, Singapore 670504",1.3846003,103.7670062,4.6,39,http://wa.me/6589525516,8952 5516,indoor cycling,"Bukit Panjang, Singapore"
The Bricks,ChIJvyUKfgAR2jERaJ-1CbnpsrM,"Choa Chu Kang Ave 7, Opp Blk 810 CP, Singapore",1.3748378,103.7472878,0.0,0,,,indoor cycling,"Choa Chu Kang, Singapore"
Poh Cycle,ChIJq378adsR2jEROfyTpVo-ySI,"475 Choa Chu Kang Ave 3, # 01-14 Sunshine Place Mall Singapore 680475",1.3781381,103.7391565,3.4,150,https://www.facebook.com/pohcyclesunshine,9180 7139,indoor cycling,"Choa Chu Kang, Singapore"
Send Itt,ChIJKS3l-BQb2jERhL_ZA0ddcys,"Block 354 Clementi Ave 2, #01-179, Singapore 120354",1.3139541,103.7714033,4.9,180,,9161 5113,indoor cycling,"Clementi, Singapore"
Kent Ridge MTB Downhill track,ChIJQ-uhObIb2jERvVMX3JbmzCg,"Vigilante Dr, Singapore",1.285668,103.7888627,4.7,17,,,indoor cycling,"Queenstown, Singapore"
The Workshop Bukit Merah,ChIJyYmiDoUb2jERmgBrNmWPfaI,"1 Jln Kilang Timor, #06-01 Pacific Tech Centre, Singapore 159303",1.2850984,103.8108459,4.9,61,https://www.theworkshop.sg/,6717 7722,indoor cycling,"Bukit Merah, Singapore"
Studio An,ChIJTfbcpQMX2jER2lk72TVVpWM,"35 Kallang Pudding Road 05-03 Building A, Lift, Lobby B, Singapore 349314",1.3300795,103.8782427,4.9,85,http://studio-an.space/,8023 7217,indoor cycling,"Geylang, Singapore"
Kallang Park Connector,ChIJxZwgg1kZ2jERfsCcuEg0JC4,"998 Bendemeer Rd, Singapore 339945",1.3221012,103.8676558,4.4,112,https://www.nparks.gov.sg/gardens-parks-and-nature/park-connector-network/kallang-pc,,indoor cycling,"Kallang, Singapore"
